Symbol,Close,Volume Mean,0.5%
IREN,39.41,22125520,4359833.716
BTDR,11.0,3404060,187223.30000000002
DPRO,7.03,1708240,60044.636000000006
SPAI,4.17,323140,6737.469
TMCI,2.46,951140,11699.021999999999
SRTA,4.84,528720,12795.024
AUTL,1.87,2320320,21694.992000000002
ATOM,2.2,368100,4049.100000000001
