Symbol,Close,Volume Mean
NYXH,7.71,76640
COMP,6.16,6440540
LCUT,3.37,65440
ESOA,11.03,192200
PBI,10.32,1954560
CSTE,1.8,162880
XBIT,2.86,61700
MQ,5.5,9095580
