Symbol,Close,Volume Mean
OUST,10.94,1569600
SINT,3.16,89960
QTTB,1.74,86120
JSPR,5.02,163540
EGAN,5.14,53380
SKYE,2.15,175060
TH,7.46,553820
LYT,0.0165,234005
