Symbol,Close,Volume Mean,0.5%
RIGL,43.84,800380,175443.30
RLMD,4.32,1531100,33071.76
KC,12.10,2637720,159582.06
CTKB,5.21,3602420,93843.04
VSTM,9.81,2806120,137640.19
ENTA,12.13,346100,20990.97
ATYR,0.65,4192100,13645.29
SLDB,4.46,1275420,28441.87
