Symbol,Close,Volume Mean
CYN,3.895,116140
DSP,12.27,541960
LUNR,7.12,9250580
NPCE,12.3,220880
RUM,7.62,2782160
CVRX,11.54,225020
CORZ,7.02,25678180
ANGO,9.31,1270960
