Symbol,Close,Volume Mean,0.5%
TH,7.23,544680,19690.18
GTBP,0.76,805320,3064.24
KYTX,7.49,769080,28802.05
COCH,0.77,552900,2125.90
ALVO,5.47,403220,11028.07
JSPR,1.72,376900,3241.34
CODI,6.42,1572600,50480.46
