Symbol,Close,Volume Mean,0.5%
HAO,0.155,7503600,5815.29
RCAT,9.21,10345760,476422.2480000001
SIDU,2.24,7517920,84200.70400000001
HGRAF,4.84,1039791,25162.942199999998
KULR,2.92,863460,12606.516
ABAT,2.61,3517180,45899.19899999999
DNN,3.22,23389280,376567.40800000005
RR,1.61,4508320,36291.976
