Symbol,Close,Volume Mean,0.5%
NGEN,2.32,834280,9677.648
BMEA,1.8,1900060,17100.54
ALEC,2.4,667400,8008.8
MIRA,0.86,5754960,24746.327999999998
CRBU,1.55,834020,6463.655
