Symbol,Close,Volume Mean
AMPG,3.16,631620
VTYX,3.2,946020
ADIL,0.48,2008120
CGTX,0.862,4393640
NMTC,0.901,398300
SISI,0.166,4112620
BIAF,0.347,1384520
NCNA,0.054,255433980
