Symbol,Close,Volume Mean,0.5%
VNCE,4.8,580660,13935.84
CLIK,2.75,8269940,113711.675
CURLF,3.3,3513320,57969.78
BFLY,5.33,5789600,154292.84
IHRT,5.42,702660,19042.086
XRTX,3.03,14906560,225834.384
GPRO,1.33,8902840,59203.886000000006
HNST,3.57,1792260,31991.840999999997
