Symbol,Close,Volume Mean
HUYA,3.34,4548200
DMAC,4.18,503820
MPU,2.13,502760
NUVB,2.3,4473760
CANG,5.32,1080020
WLGS,0.047,41241960
JYD,0.179,1226520
HIVE,2.23,28679220
