Symbol,Close,Volume Mean
CYCC,3.73,1260432
REVB,2.85,384280
SVRE,2.41,9150700
IMRX,4.45,1285520
MOGO,1.87,57232300
BON,1.52,4166740
CRDF,4.08,1300360
INTJ,1.27,302700
