Symbol,Close,Volume Mean,0.5%
ALEC,2.18,3411320,37183.39
TNON,1.67,1613720,13474.56
GERN,1.43,13319800,95236.57
TGL,1.21,758820,4590.86
NCNA,4.55,1023277,23279.55
ATCH,0.19,6410300,6089.78
