Symbol,Close,Volume Mean
PROK,3.73,32335340
CVM,3.85,5946780
TOI,3.23,3295640
SUGP,1.05,6525080
MGX,2.1,827000
CRDF,4.42,1026560
MBRX,0.64,4466020
INTJ,1.53,333040
