Symbol,Close,Volume Mean
CVM,9.45,821440
IMNN,8.5,637560
MFH,4.125,1000260
TOI,3.73,1830660
RAY,2.76,4655360
NRGV,1.05,1274560
CURLF,1.423,880640
INDO,3.0,1128360
