Symbol,Close,Volume Mean,0.5%
SNAL,4.97,1383260,34374.011
TVRD,2.93,3025680,44326.212
ADCT,1.28,751520,4809.728
EAF,6.85,316060,10825.055
AVAH,9.6,1968480,94487.04000000001
LBGJ,1.83,903560,8267.574
MDXH,0.439,518360,1137.8002000000001
SSP,3.09,843220,13027.749
