Symbol,Close,Volume Mean,0.5%
QSG,8.16,512160,20896.13
GAU,2.49,5058560,62979.07
NUVB,3.15,4149620,65356.51
POWW,1.48,390280,2888.07
STTK,1.28,3293140,21076.10
KIND,2.07,1822263,18860.42
OCGN,1.05,1503700,7894.43
SGRP,1.20,323980,1943.88
