Symbol,Close,Volume Mean
OCC,6.03,2044380
CIFR,6.03,41024240
BTBT,3.29,74824860
MPU,2.18,2099460
ORGO,4.49,758040
WULF,5.11,59274640
AUR,5.66,12753340
HIVE,2.3,25744160
