Symbol,Close,Volume Mean,0.5%
CTNT,2.01,1716540,17251.227
WW,11.02,389080,21438.307999999997
AMPG,2.87,1548700,22223.845
ELAB,2.06,885100,9116.53
SMWB,3.07,1285060,19725.671
PRSO,1.0,10375460,51877.3
KLC,4.37,1559680,34079.008
UPLD,0.787,369080,1452.3298000000002
