Symbol,Close,Volume Mean,0.5%
TSSI,18.49,3076860,284455.71
BLNE,3.79,1659620,31449.80
MVST,4.07,7522160,153075.96
LAES,3.65,22643060,413235.85
ZEO,1.42,344100,2443.11
PSNL,6.35,884560,28084.78
VEEE,2.80,2888680,40441.52
EZGO,0.17,20783320,17769.74
