Symbol,Close,Volume Mean,0.5%
NAKA,0.80,14135620,56189.09
TTI,7.99,3660560,146239.37
RAY,0.33,899720,1475.54
CIIT,0.71,2269080,8066.58
ORGO,4.11,389420,8002.58
ORGN,0.69,1338960,4652.89
LGCB,1.70,1017200,8646.20
VLN,1.76,757900,6669.52
