Symbol,Close,Volume Mean
LGHL,3.08,502420
MAIA,2.01,536900
ADIL,0.32,1565400
RMTI,1.19,604740
EHGO,0.77,12565980
RVSN,0.35,509060
NCNA,0.06,406184800
