Symbol,Close,Volume Mean,0.5%
APLD,36.35,28169300,5119770.275
PMAX,2.54,319300,4055.11
PHAT,12.16,1280780,77871.424
SPPL,2.24,2252180,25224.416
KOPN,3.53,5060300,89314.295
RBNE,2.04,432200,4408.4400000000005
AGAE,0.501,13825940,34633.9797
CGEN,2.92,418700,6113.02
