Symbol,Close,Volume Mean,0.5%
CLYM,14.39,1107480,79683.186
CCHH,1.32,879520,5804.832000000001
RXT,4.64,8812600,204452.32
RDGT,0.98,15390760,75414.724
CPOP,0.388,35349640,68578.3016
WLDS,3.02,2318860,35014.786
VIVO,4.22,396860,8373.746
MVIS,4.65,1046360,24327.87
