Symbol,Close,Volume Mean
CYCC,14.0,5348080
RGTI,16.14,51476500
ASPI,10.0,7295360
QBTS,20.3,71175260
TRVI,7.89,2089960
VIOT,3.6,950700
ETON,15.29,428640
MNY,1.96,877120
