Symbol,Close,Volume Mean
HUYA,3.64,2652000
SFIX,5.27,2709240
ATAI,3.33,8454240
NEOV,5.01,590420
MPU,3.78,1961420
BITF,1.28,34614400
JYD,0.22,2277280
LPTX,0.34,338460
