Symbol,Close,Volume Mean
SABR,3.3,4690500
LGHL,3.49,552440
CMPS,3.72,2262680
ADIL,0.41,2432820
SISI,0.184,1375160
BTOG,0.29,130193160
RVSN,0.356,470240
PLRX,1.4,1526260
