Symbol,Close,Volume Mean,0.5%
NCNA,3.67,318060,5836.40
SOS,1.76,1929840,16982.59
ACDC,3.90,1283880,25035.66
CMPS,5.24,1890720,49536.86
SABR,1.88,4577520,43028.69
AXTI,3.39,1026860,17405.28
RNXT,1.24,807180,5004.52
AMPG,3.82,461960,8823.44
