Symbol,Close,Volume Mean
CURV,2.78,435980
CIFR,6.94,40705820
ORGO,4.82,790120
BITF,1.32,32599460
JYD,0.23,2318820
MAPS,0.993,543780
LPTX,0.351,308300
ORGN,0.746,1762760
