Symbol,Close,Volume Mean
ASPI,10.47,5385320
RAY,2.62,2322760
MNY,2.05,545460
ZURA,1.64,460140
IOBT,2.06,480220
VCIG,1.23,6034640
CURLF,1.438,768160
FGL,1.04,332020
