Symbol,Close,Volume Mean,0.5%
FOSL,2.98,635560,9469.84
HLLY,3.89,577560,11233.54
APLD,16.47,26301700,2165944.99
GRWG,1.82,791620,7203.74
BRLT,2.76,501360,6918.77
PSNL,4.88,771260,18818.74
REAL,7.56,4095280,154801.58
CURLF,3.16,1097800,17334.26
