Symbol,Close,Volume Mean,0.5%
ELWS,4.45,596800,13278.80
AVAH,5.81,3204260,93083.75
FGL,1.08,414080,2236.03
FNMA,8.29,4267500,176887.88
RAY,2.86,4126940,59015.24
VSME,1.32,333920,2203.87
BCAB,0.38,372000,706.80
