Symbol,Close,Volume Mean
ETON,14.54,500220
SNPX,10.38,524871
SUGP,1.05,48888200
RGTI,12.77,30291680
EDIT,2.85,3477260
BON,1.53,308420
IINN,1.4,1579120
FGL,0.972,527620
