Symbol,Close,Volume Mean,0.5%
ASST,8.7,4603560,200254.86000000002
EDSA,6.52,14820920,483161.99199999997
HGRAF,6.08,5122873,155735.33920000002
POET,6.28,11567240,363211.336
UAMY,9.57,14868160,711441.4560000001
SOUN,8.07,24657900,994946.265
DGXX,2.72,1970960,26805.056
VOXR,6.15,553320,17014.59
