Symbol,Close,Volume Mean
CYCC,4.2,1250334
ASST,6.86,23480760
VIOT,2.88,6149460
SVRE,2.45,9130980
ELWS,2.71,353640
MOGO,2.03,4150440
REAL,5.43,2095680
RMNI,5.16,809540
