Symbol,Close,Volume Mean,0.5%
XHLD,7.64,1327700,50718.14
AEHL,5.67,629740,17853.129
NEXR,2.66,372760,4957.7080000000005
BNRG,2.97,1338489,19876.56165
PRCH,17.04,1264700,107752.44
TKNO,7.21,516220,18609.731
NRGV,3.86,4210240,81257.632
RMCF,1.3,1715900,11153.35
