Symbol,Close,Volume Mean
IMNN,8.29,673300
TRUG,5.46,1577280
ZOOZ,1.49,3608020
LXEH,2.12,1183320
GPRO,1.29,8590660
TOI,3.67,1705540
RAY,2.67,4088400
CURLF,1.35,867300
