Symbol,Close,Volume Mean,0.5%
TMC,7.8,12173040,474748.56
PRCH,9.76,1149900,56115.12
VERI,5.54,4511760,124975.752
CURLF,2.561,605660,7755.4763
TAOP,2.47,4144920,51189.762
VSME,0.103,6266260,3227.1238999999996
ESPR,3.91,4628580,90488.739
AKBA,1.62,3599800,29158.38
