Symbol,Close,Volume Mean
OCC,5.36,499400
CIFR,6.27,40123840
MPU,2.1,569020
BTBT,3.93,61093000
ORGO,4.465,1169880
WULF,5.25,62409160
NUVB,2.23,5140660
ABOS,1.38,1239380
