Symbol,Close,Volume Mean
MPU,3.93,2657680
HUYA,3.36,1842760
NUVB,2.36,4003900
CRDL,1.49,547160
ATAI,4.1,9082260
BITF,1.26,25343280
RR,1.9,6673340
