Symbol,Close,Volume Mean,0.5%
NAKA,0.93,56620760,263286.53
NUVB,5.22,11306440,295098.08
MTPLF,3.21,3650220,58586.03
SGMT,8.52,534300,22761.18
HGRAF,2.92,2435991,35565.47
YYGH,0.31,12534260,19490.77
VIOT,3.13,491100,7685.72
IMPP,5.51,325900,8978.55
