Symbol,Close,Volume Mean
WULF,5.13,50882620
HIVE,2.32,25220940
BITF,1.07,24335840
RAYA,2.59,1170240
SFIX,4.09,1499420
IXHL,0.225,44903960
MAPS,1.03,717000
OLPX,1.49,1211540
