Symbol,Close,Volume Mean
WULF,4.82,61725880
MPU,2.45,2209240
CANG,5.33,692620
TLS,3.17,783380
SLDP,2.51,8648060
AUR,5.2,15562240
JYD,0.189,1376020
OPEN,0.732,96912360
