Symbol,Close,Volume Mean
CNVS,6.56,332600
CMPS,3.93,2135580
SCNX,2.05,311540
RMTI,1.07,758200
ELAB,2.37,403600
TGL,1.14,460620
CRBU,1.83,1458800
ADIL,0.41,2694400
