Symbol,Close,Volume Mean,0.5%
RDGT,1.37,1198340,8208.629
TDIC,6.05,3930380,118893.995
VSME,2.52,13690920,172505.592
IMMX,9.4,2876180,135180.46
AUUD,1.38,412320,2845.008
OBAI,0.89,132096440,587829.158
PMAX,2.52,980860,12358.836000000001
NIVF,0.672,34194720,114894.2592
