Symbol,Close,Volume Mean
PMN,0.84,2388020
PLRX,1.52,727340
CRBU,2.05,2174000
MIRA,1.67,636500
XBP,1.63,31641000
XTIA,2.0,1358140
ALEC,1.6,632160
