Symbol,Close,Volume Mean
SCNX,2.2,319640
MIRA,1.75,1901480
VTYX,3.02,875360
PLRX,1.57,1503000
DDD,1.92,3715860
CGTX,0.775,7408360
NCNA,0.053,167585080
NAAS,0.714,678280
