Symbol,Close,Volume Mean
CGTX,0.605,54555460
TGL,1.12,469220
CRBU,1.7,1852420
ELAB,2.57,353300
PLRX,1.45,1359840
ALEC,1.67,443840
AXTI,2.32,837740
RVSN,0.344,451360
