Symbol,Close,Volume Mean,0.5%
LRHC,0.897,13174860,59089.2471
EAF,5.5,363020,9983.050000000001
VERI,3.07,2550580,39151.403
LCID,10.68,6381140,340752.87600000005
NRGV,3.31,2739700,45342.035
BFLY,3.82,4755940,90838.45400000001
BNRG,0.828,1180800,4888.512
UOKA,0.074,65653760,24291.891200000002
