Symbol,Close,Volume Mean,0.5%
QD,4.32,441000,9525.60
TALK,2.58,1786080,23040.43
MREO,1.73,2178900,18847.49
CURV,2.16,681460,7359.77
CXDO,6.05,412800,12487.20
HITI,2.46,504740,6208.30
HYLN,1.66,1016700,8438.61
STTK,0.81,545900,2213.62
