Symbol,Close,Volume Mean,0.5%
QNRX,14.89,424500,31604.03
OTLK,1.31,2327540,15245.39
ANRO,6.08,342280,10405.31
CMPS,6.52,1796780,58575.03
ACDC,3.65,1447540,26417.60
SSKN,1.89,21299900,201284.05
