Symbol,Close,Volume Mean
CYCC,12.33,12813800
LIXT,3.71,1041080
REVB,2.87,327640
WIMI,3.41,489560
SHPH,4.7,323660
SUGP,1.08,49098960
PRZO,1.68,2157220
LGVN,1.47,460420
