Symbol,Close,Volume Mean
OCC,5.95,448620
CIFR,6.42,37459780
MPU,2.06,553820
SOUN,12.64,41579700
DMAC,3.93,396080
INTJ,1.59,313240
WULF,5.36,58213760
NUVB,2.24,4161400
