Symbol,Close,Volume Mean
CYCC,12.39,1457240
CVM,8.58,1025380
LIDR,3.51,182377840
ASPI,9.41,5111220
EKSO,3.63,318660
VCIG,1.0,7913800
TOI,3.69,1705440
REVB,2.45,317380
