Symbol,Close,Volume Mean
CYCC,13.07,18219700
REVB,2.95,307800
LIXT,4.06,535060
BTCM,4.06,5901980
VIOT,3.3,1512980
VVOS,5.82,357380
SNPX,10.11,434102
ETON,15.02,578700
