Symbol,Close,Volume Mean
HUYA,3.89,6531400
CIFR,6.25,33508240
POET,6.58,3553000
CURV,2.71,432280
MPU,2.41,719420
CMPX,3.07,867220
WULF,4.99,42612840
RR,2.09,11366100
