Symbol,Close,Volume Mean
SNPX,8.99,452181
IMRX,4.42,1305060
SVRE,2.34,9123760
CELZ,2.91,726840
MBRX,0.55,27479600
LSB,1.08,3223780
LIDR,1.13,1564140
VFF,1.36,1144840
