Symbol,Close,Volume Mean
CVM,4.35,559320
REVB,3.06,351080
RAY,2.58,2376280
FTFT,2.77,992380
SVRE,2.83,2992500
BSLK,2.86,14792740
FRGT,2.0,491760
MYO,2.1,548640
