Symbol,Close,Volume Mean
AMLX,8.21,1670700
CMPS,4.46,2704840
ADIL,0.51,2042860
PLRX,1.45,1251040
RMTI,1.12,317680
CGTX,0.7,7202140
DDD,1.82,3196480
RYAM,4.38,474700
