Symbol,Close,Volume Mean,0.5%
HKIT,0.304,30587860,46493.5472
SGMT,7.79,2709100,105519.445
NEOV,2.35,2617240,30752.57
ZENA,1.55,3258080,25250.12
TII,2.11,8920680,94113.174
HLP,0.54,949340,2563.2180000000003
ABOS,2.77,1501860,20800.761000000002
IMMP,0.41,456720,936.276
