Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
HBCYF,HSBC Holdings plc,8.68,0.13,1.52,614,14429,159280000000,2024-09-06T06:35:44.822431
PNGAY,"Ping An Insurance (Group) Company of China, Ltd.",9.08,-0.04,-0.44,20791,307085,97954000000,2024-09-06T06:35:44.822431
PROSY,Prosus N.V.,7.43,-0.03,-0.4,12810,610077,90862000000,2024-09-06T06:35:44.822431
BPAQF,BP p.l.c.,5.38,0.0,0.0,500,16219,89578000000,2024-09-06T06:35:44.822431
ESOCF,Enel SpA,7.74,0.0,0.0,325,20998,78612000000,2024-09-06T06:35:44.822431
ENLAY,Enel SpA,7.7,-0.01,-0.13,13988,218157,78206000000,2024-09-06T06:35:44.822431
AAIGF,AIA Group Limited,7.08,0.02,0.28,17926,123129,77307000000,2024-09-06T06:35:44.822431
GLNCY,Glencore plc,9.91,0.01,0.1,113762,483273,60704000000,2024-09-06T06:35:44.822431
ITUB,Itaú Unibanco Holding S.A.,6.74,0.11,1.66,14460000,18603000,60326000000,2024-09-06T06:35:44.822431
RYCEF,Rolls-Royce Holdings plc,6.31,0.11,1.77,1800,100395,53666000000,2024-09-06T06:35:44.822431
RYCEY,Rolls-Royce Holdings plc,6.25,-0.04,-0.64,477711,2752000,53608000000,2024-09-06T06:35:44.822431
HLNCF,Haleon plc,5.0,0.6,13.64,500,8350,45792000000,2024-09-06T06:35:44.822431
CRARY,Crédit Agricole S.A.,7.82,-0.01,-0.13,2256,202245,47554000000,2024-09-06T06:35:44.822431
CIXPF,"CaixaBank, S.A.",5.81,0.0,0.0,6363,748,43114000000,2024-09-06T06:35:44.822431
WEGZY,WEG S.A.,9.65,0.03,0.31,100,65390,40487000000,2024-09-06T06:35:44.822431
GMBXF,"Grupo México, S.A.B. de C.V.",5.15,0.12,2.39,4800,13493,40093000000,2024-09-06T06:35:44.822431
NWG,NatWest Group plc,9.04,0.15,1.69,2000000,2945000,37636000000,2024-09-06T06:35:44.822431
JPSTF,"JAPAN POST BANK Co., Ltd.",9.7,2.37,32.33,267,111,35765000000,2024-09-06T06:35:44.822431
PINXY,The People's Insurance Company (Group) of China Limited,7.73,0.03,0.39,249,103,34908000000,2024-09-06T06:35:44.822431
JPPTY,"JAPAN POST BANK Co., Ltd.",9.42,0.0,0.0,85,31,34991000000,2024-09-06T06:35:44.822431
SCBFF,Standard Chartered PLC,9.85,0.0,0.0,1000,2650,24695000000,2024-09-06T06:35:44.822431
DRPRY,Dr. Ing. h.c. F. Porsche AG,7.39,-0.02,-0.27,12205,141581,33661000000,2024-09-06T06:35:44.822431
WIT,Wipro Limited,6.3,0.03,0.48,1275000,2263000,32918000000,2024-09-06T06:35:44.822431
BAYRY,Bayer Aktiengesellschaft,8.05,0.02,0.25,86990,925636,31634000000,2024-09-06T06:35:44.822431
MLYBY,Malayan Banking Berhad,5.21,0.0,0.0,336,1713,31434000000,2024-09-06T06:35:44.822431
JPHLF,"Japan Post Holdings Co., Ltd.",9.84,0.0,0.0,700,7,30963000000,2024-09-06T06:35:44.822431
JPPHY,"Japan Post Holdings Co., Ltd.",9.54,0.0,0.0,7,72,30600000000,2024-09-06T06:35:44.822431
TCANF,TC Energy Corporation,6.14,0.0,0.0,10,0,30443000000,2024-09-06T06:35:44.822431
BDORY,Banco do Brasil S.A.,5.19,0.12,2.37,35745,254790,29624000000,2024-09-06T06:35:44.822431
TRAUF,Transurban Group,9.48,0.0,0.0,100,1059,29422000000,2024-09-06T06:35:44.822431
SUHJY,Sun Hung Kai Properties Limited,9.9,-0.05,-0.5,48754,196778,28690000000,2024-09-06T06:35:44.822431
RNECY,Renesas Electronics Corporation,7.68,-0.01,-0.13,66328,438804,27911000000,2024-09-06T06:35:44.822431
ANPDF,ANTA Sports Products Limited,9.58,0.0,0.0,100,2786,27044000000,2024-09-06T06:35:44.822431
SUHJF,Sun Hung Kai Properties Limited,9.22,-0.64,-6.49,1,1526,26720000000,2024-09-06T06:35:44.822431
HXGBY,Hexagon AB (publ),9.74,0.03,0.31,6667,100611,25978000000,2024-09-06T06:35:44.822431
ERIC,Telefonaktiebolaget LM Ericsson (publ),7.37,-0.06,-0.81,16521000,16658000,24581000000,2024-09-06T06:35:44.822431
CICOY,"COSCO SHIPPING Holdings Co., Ltd.",6.43,-0.07,-1.08,100,11150,24963000000,2024-09-06T06:35:44.822431
ERIXF,Telefonaktiebolaget LM Ericsson (publ),7.38,0.0,0.0,1613,309304,24573000000,2024-09-06T06:35:44.822431
GASNY,"Naturgy Energy Group, S.A.",5.05,0.0,0.0,1000,14521,24482000000,2024-09-06T06:35:44.822431
CRCCY,CRRC Corporation Limited,7.99,0.0,0.0,100,0,24330000000,2024-09-06T06:35:44.822431
KLBAY,Klabin S.A.,7.75,0.0,0.0,125,1373,23548000000,2024-09-06T06:35:44.822431
PUKPF,Prudential plc,8.6,0.0,0.0,1000,1719,23459000000,2024-09-06T06:35:44.822431
AVIKF,Advanced Info Service Public Company Limited,7.76,-0.01,-0.13,14,4,23078000000,2024-09-06T06:35:44.822431
VWDRY,Vestas Wind Systems A/S,7.52,0.0,0.0,8022,215465,22973000000,2024-09-06T06:35:44.822431
AMKBY,A.P. Møller - Mærsk A/S,7.24,-0.13,-1.76,15359,176618,22709000000,2024-09-06T06:35:44.822431
SWGAY,The Swatch Group AG,9.87,-0.02,-0.2,7731,211272,22687000000,2024-09-06T06:35:44.822431
CLPHY,CLP Holdings Limited,8.97,-0.05,-0.55,1749,192019,22662000000,2024-09-06T06:35:44.822431
KAOOY,Kao Corporation,9.71,0.56,6.12,3570,77027,22551000000,2024-09-06T06:35:44.822431
EJPRY,East Japan Railway Company,9.93,0.3,3.12,1469,102916,22510000000,2024-09-06T06:35:44.822431
CLPHF,CLP Holdings Limited,8.7,0.0,0.0,500,2452,22403000000,2024-09-06T06:35:44.822431
AVIFY,Advanced Info Service Public Company Limited,7.17,0.0,0.0,2935,1288,21421000000,2024-09-06T06:35:44.822431
KUASF,Kuaishou Technology,5.0,0.0,0.0,200,915,22247000000,2024-09-06T06:35:44.822431
UNICY,Unicharm Corporation,7.32,0.1,1.39,2233,109060,21462000000,2024-09-06T06:35:44.822431
