title,time_published,url,ticker,relevance_score,ticker_sentiment_label,ticker_sentiment_score
"Why First Republic Bank Shares Are Trading Lower By 34%; Here Are 20 Stocks Moving Premarket - Dunxin Financial Hldgs  ( AMEX:DXF ) , Apollomics  ( NASDAQ:APLM ) ",20230501T130719,https://www.benzinga.com/news/23/05/32118728/why-first-republic-bank-shares-are-trading-lower-by-34-here-are-20-stocks-moving-premarket,YGF,0.162255,Somewhat-Bullish,0.325659
"Dow Dips Over 200 Points; First Financial Northwest Shares Spike Higher - First Financial Northwest  ( NASDAQ:FFNW ) , Clearmind Medicine  ( NASDAQ:CMND ) ",20240111T171136,https://www.benzinga.com/news/earnings/24/01/36598234/dow-dips-over-200-points-first-financial-northwest-shares-spike-higher,YGF,0.220809,Somewhat-Bullish,0.271945
"US Stocks Higher; Inflation Rate Increases To 3.4% In December - 180 Life Sciences  ( NASDAQ:ATNF ) , Atreca  ( NASDAQ:BCEL ) ",20240111T144455,https://www.benzinga.com/news/earnings/24/01/36594814/us-stocks-higher-inflation-rate-increases-to-3-4-in-december,YGF,0.212425,Somewhat-Bullish,0.27205
