title,time_published,url,ticker,relevance_score,ticker_sentiment_label,ticker_sentiment_score
"Stocks That Hit 52-Week Lows On Wednesday - Bristol-Myers Squibb Company Common Stock  ( NYSE:BMY ) , SenesTech, Inc. - Common Stock  ( NASDAQ:SNES ) ",20231004T160117,https://www.benzinga.com/markets/options/23/10/35092508/stocks-that-hit-52-week-lows-on-wednesday,ONFO,0.012708,Neutral,-0.07919
"Why Inovio Pharmaceuticals Shares Are Trading Higher By 12%; Here Are 20 Stocks Moving Premarket - Agilent Technologies  ( NYSE:A ) , Aptose Biosciences  ( NASDAQ:APTO ) ",20230524T120458,https://www.benzinga.com/news/23/05/32549153/why-inovio-pharmaceuticals-shares-are-trading-higher-by-12-here-are-20-stocks-moving-premarket,ONFO,0.182047,Somewhat-Bullish,0.18215
New Stocks and Trading Ideas;  ( NYSE: NOTE )   ( CSE: PXE )   ( NYSE: EPAM )   ( NYSE: GETY )   ( NASDAQ: BZFD )   ( Nasdaq: ONFO ) ,20230421T132941,https://www.investorideas.com/news/2023/main/04211Stocks.asp,ONFO,0.069697,Somewhat-Bullish,0.184284
