title,time_published,url,ticker,relevance_score,ticker_sentiment_label,ticker_sentiment_score
"Photronics Posts Upbeat Results, Joins Stitch Fix, Patterson Companies And Other Big Stocks Moving Higher On Wednesday - Destiny Tech100  ( NYSE:DXYZ ) , FIGS  ( NYSE:FIGS ) ",20241211T182117,https://www.benzinga.com/24/12/42444739/photronics-posts-upbeat-results-joins-stitch-fix-patterson-companies-and-other-big-stocks-moving-higher-on-wednes,RNW,0.195814,Somewhat-Bullish,0.184004
"Dow Rises 50 Points; Oxford Industries Shares Plunge - Torrid Holdings  ( NYSE:CURV ) , Allarity Therapeutics  ( NASDAQ:ALLR ) ",20230324T182821,https://www.benzinga.com/news/earnings/23/03/31496529/dow-rises-50-points-oxford-industries-shares-plunge,RNW,0.130926,Somewhat-Bullish,0.181954
"Crude Oil Down 1%; US Composite PMI Jumps In March - Torrid Holdings  ( NYSE:CURV ) , Allarity Therapeutics  ( NASDAQ:ALLR ) ",20230324T160406,https://www.benzinga.com/news/earnings/23/03/31494297/crude-oil-down-1-us-composite-pmi-jumps-in-march,RNW,0.134214,Somewhat-Bullish,0.184214
